Supplier_ID,Country,Sector,Renewable_Energy_%,Emissions_Scope1_tCO2e,Emissions_Scope2_tCO2e,Emissions_Scope3_tCO2e,Data_Confidence,Last_Audit_Year,High_Risk_Operations,Recycled_Materials_%,Emissions_Trend,Traceability_Score,Risk_Category
SUP04132,Thailand,Packaging,73,64,155,5871,0.78,2020,No,72,Decreasing,0.77,Low
SUP04133,Brazil,Batteries,93,759,1114,11286,0.6,2021,Yes,79,Stable,0.54,Medium
SUP04134,Thailand,Semiconductors,10,517,1767,11620,0.66,2022,Yes,10,Stable,0.67,Medium
SUP04135,China,Assembly,61,101,529,6985,0.65,2024,No,100,Decreasing,0.63,Medium
SUP04136,Vietnam,Displays,78,194,790,12949,0.96,2024,No,100,Decreasing,0.79,Medium
SUP04137,Brazil,Semiconductors,82,504,997,10753,0.85,2022,No,93,Stable,0.97,Medium
SUP04138,Germany,Textiles,72,596,968,8288,0.82,2020,No,13,Increasing,0.78,Low
SUP04139,Germany,Assembly,69,91,751,8265,0.67,2024,No,22,Stable,0.75,Low
SUP04140,Germany,Semiconductors,73,388,1048,14877,0.69,2023,No,88,Decreasing,0.69,Medium
SUP04141,India,Semiconductors,39,377,1857,15486,0.8,2020,Yes,91,Increasing,0.57,Medium
SUP04142,China,Batteries,98,601,1131,18721,0.66,2023,No,100,Stable,0.58,High
SUP04143,Mexico,Displays,50,272,579,8022,0.62,2023,No,44,Increasing,0.61,Medium
SUP04144,Germany,Packaging,17,66,187,2402,0.97,2024,No,88,Stable,1.0,Low
SUP04145,Mexico,Displays,96,310,910,9352,0.67,2022,No,93,Decreasing,0.76,Medium
SUP04146,Brazil,Displays,53,426,542,10726,0.68,2021,No,53,Stable,0.68,Medium
SUP04147,China,Textiles,66,587,1167,9252,0.62,2020,No,7,Stable,0.56,Medium
SUP04148,India,Textiles,13,531,866,7052,0.71,2022,No,66,Increasing,0.85,Low
SUP04149,Germany,Displays,9,175,716,13530,0.72,2020,No,10,Stable,0.77,Medium
SUP04150,USA,Packaging,12,95,242,4503,0.66,2024,No,0,Stable,0.54,Medium
SUP04151,Thailand,Batteries,72,668,1052,14555,0.61,2024,No,86,Decreasing,0.61,Medium
SUP04152,Brazil,Displays,42,466,792,12943,0.73,2024,No,5,Stable,0.65,Medium
SUP04153,Germany,Displays,87,185,614,12667,0.97,2022,No,84,Increasing,1.0,Medium
SUP04154,Mexico,Assembly,8,96,683,14370,0.65,2024,No,14,Increasing,0.81,Medium
SUP04155,China,Semiconductors,84,382,896,19391,0.68,2021,No,21,Stable,0.58,High
SUP04156,Brazil,Batteries,56,804,1057,18770,0.99,2023,Yes,61,Stable,1.0,High
SUP04157,India,Packaging,48,48,261,4348,0.77,2023,No,83,Stable,0.69,Medium
SUP04158,Mexico,Batteries,0,793,1073,13132,0.63,2022,Yes,89,Stable,0.62,Medium
SUP04159,Vietnam,Assembly,59,119,539,6734,0.68,2024,No,23,Stable,0.42,High
SUP04160,Mexico,Batteries,40,938,1530,15872,0.74,2021,Yes,2,Stable,0.84,High
SUP04161,Brazil,Batteries,62,644,1377,12297,0.82,2020,No,19,Stable,0.89,Medium
SUP04162,India,Displays,4,309,634,14947,0.69,2021,No,8,Decreasing,0.68,Medium
SUP04163,China,Semiconductors,19,485,1060,16314,0.87,2023,No,39,Increasing,1.0,Medium
SUP04164,Mexico,Batteries,15,843,1737,13911,0.65,2023,Yes,57,Stable,0.8,Medium
SUP04165,Mexico,Assembly,87,134,502,7707,0.78,2020,No,28,Increasing,0.58,Medium
SUP04166,Germany,Displays,26,283,505,11411,0.88,2021,No,88,Increasing,0.81,Medium
SUP04167,Vietnam,Batteries,88,831,1113,13881,0.99,2022,Yes,14,Stable,0.94,Medium
SUP04168,China,Displays,37,223,937,11596,0.97,2023,No,62,Decreasing,1.0,Medium
SUP04169,Mexico,Textiles,17,438,780,9156,0.78,2023,No,83,Stable,0.62,Medium
SUP04170,Brazil,Displays,71,337,609,11143,0.9,2020,No,72,Increasing,0.86,Medium
SUP04171,China,Semiconductors,2,414,1079,18681,0.75,2024,No,62,Stable,0.67,High
SUP04172,Vietnam,Displays,0,361,837,12335,0.71,2020,No,46,Increasing,0.57,Medium
SUP04173,Mexico,Packaging,15,47,355,3753,0.93,2020,No,60,Increasing,0.97,Low
SUP04174,China,Batteries,91,814,1519,13556,0.73,2022,Yes,54,Increasing,0.8,Medium
SUP04175,Brazil,Packaging,30,48,114,2342,0.95,2023,No,41,Stable,0.87,Low
SUP04176,USA,Assembly,24,144,330,14522,0.82,2023,No,59,Increasing,0.95,Medium
SUP04177,Mexico,Textiles,75,442,836,7058,0.8,2021,No,84,Decreasing,0.86,Low
SUP04178,India,Textiles,50,633,1059,5084,0.98,2020,No,76,Stable,0.93,Low
SUP04179,Germany,Displays,5,314,582,14993,0.89,2023,No,91,Stable,0.83,Medium
SUP04180,USA,Batteries,68,693,1029,10139,0.67,2022,No,65,Increasing,0.65,Medium
SUP04181,Brazil,Semiconductors,94,248,1829,19658,0.9,2020,Yes,35,Stable,0.83,High
SUP04182,USA,Batteries,10,658,1212,11858,1.0,2023,No,44,Stable,0.9,Medium
SUP04183,Thailand,Textiles,44,764,561,5123,0.61,2023,Yes,3,Increasing,0.58,Medium
SUP04184,India,Semiconductors,86,204,1474,18488,0.94,2020,No,81,Stable,0.94,High
SUP04185,Germany,Displays,11,238,805,8063,0.61,2021,No,90,Decreasing,0.56,Medium
SUP04186,Vietnam,Packaging,78,50,356,3820,0.87,2023,No,1,Stable,0.72,Low
SUP04187,China,Semiconductors,93,329,1934,14674,0.89,2020,Yes,19,Increasing,0.69,Medium
SUP04188,India,Packaging,63,90,142,5778,0.66,2023,No,72,Increasing,0.65,Medium
SUP04189,USA,Packaging,83,81,243,2454,0.82,2023,No,58,Decreasing,0.81,Low
SUP04190,Vietnam,Packaging,3,57,299,2551,1.0,2022,No,59,Stable,0.97,Low
SUP04191,Germany,Textiles,73,496,1078,7526,0.64,2021,No,86,Stable,0.77,Low
SUP04192,Germany,Batteries,69,685,1544,12435,0.82,2020,Yes,31,Stable,0.77,Medium
SUP04193,Thailand,Textiles,99,401,926,6233,0.99,2020,No,50,Increasing,0.9,Low
SUP04194,Germany,Displays,14,199,974,14969,0.93,2022,No,39,Increasing,1.0,Medium
SUP04195,Thailand,Packaging,66,64,146,3671,0.92,2021,No,71,Stable,0.96,Low
SUP04196,Germany,Displays,87,242,521,15274,0.91,2021,No,11,Increasing,0.68,Medium
SUP04197,India,Assembly,95,149,686,11132,0.67,2022,No,15,Stable,0.63,Medium
SUP04198,India,Batteries,64,557,1141,15575,0.71,2020,No,26,Increasing,0.71,Medium
SUP04199,Thailand,Packaging,65,58,248,5523,0.72,2021,No,78,Decreasing,0.8,Low
SUP04200,Vietnam,Assembly,91,147,586,6904,0.7,2020,No,30,Stable,0.72,Low
SUP04201,USA,Displays,12,280,985,13632,0.93,2021,No,29,Increasing,0.74,Medium
SUP04202,Thailand,Packaging,4,54,308,2420,0.72,2022,No,39,Stable,0.58,Medium
SUP04203,India,Semiconductors,68,581,1365,16572,0.82,2020,No,65,Increasing,0.58,High
SUP04204,Brazil,Batteries,10,798,1742,17812,0.91,2020,Yes,94,Increasing,0.86,High
SUP04205,Germany,Semiconductors,22,488,1659,11953,0.69,2021,Yes,67,Increasing,0.76,Medium
SUP04206,Vietnam,Semiconductors,27,214,1842,17963,0.73,2024,Yes,81,Decreasing,0.8,High
SUP04207,Mexico,Textiles,63,309,783,6699,0.86,2022,No,35,Decreasing,0.91,Low
SUP04208,India,Semiconductors,14,335,1520,13136,0.91,2022,Yes,55,Increasing,1.0,Medium
SUP04209,Brazil,Semiconductors,67,536,1415,16207,0.75,2024,No,23,Increasing,0.76,High
SUP04210,Brazil,Textiles,29,870,997,8547,0.97,2023,Yes,20,Increasing,0.82,Medium
SUP04211,Mexico,Textiles,40,837,806,5083,0.75,2021,Yes,84,Increasing,0.69,Medium
SUP04212,China,Packaging,98,66,282,5105,0.83,2020,No,84,Stable,0.85,Low
SUP04213,India,Assembly,13,86,775,9355,0.74,2024,No,93,Increasing,0.79,Medium
SUP04214,Germany,Batteries,93,846,1597,14765,0.62,2023,Yes,59,Stable,0.72,Medium
SUP04215,Mexico,Semiconductors,30,261,1064,15919,0.91,2021,No,34,Stable,0.9,Medium
SUP04216,USA,Textiles,65,779,683,7436,0.95,2020,Yes,80,Stable,0.78,Low
SUP04217,Thailand,Assembly,42,144,528,11692,0.86,2022,No,26,Decreasing,0.95,Medium
SUP04218,Vietnam,Semiconductors,28,487,1632,19826,0.86,2023,Yes,0,Decreasing,0.83,High
SUP04219,Brazil,Batteries,95,933,1454,16672,0.93,2022,Yes,55,Stable,0.85,High
SUP04220,China,Semiconductors,51,384,1796,17817,0.64,2021,Yes,69,Stable,0.68,High
SUP04221,Thailand,Packaging,51,85,363,3132,0.68,2022,No,32,Stable,0.68,Medium
SUP04222,Mexico,Batteries,35,778,1487,19010,0.74,2021,Yes,91,Increasing,0.79,High
SUP04223,Thailand,Batteries,19,598,1065,12336,0.85,2021,No,95,Stable,0.86,Medium
SUP04224,Germany,Textiles,87,483,696,5511,0.85,2023,No,6,Stable,0.8,Low
SUP04225,India,Packaging,8,87,322,5076,0.83,2022,No,3,Decreasing,0.91,Low
SUP04226,Thailand,Assembly,64,55,705,6241,0.65,2022,No,71,Stable,0.67,Medium
SUP04227,Thailand,Packaging,3,63,315,3178,0.68,2022,No,4,Stable,0.69,Medium
SUP04228,Brazil,Assembly,29,98,788,8327,0.88,2023,No,33,Stable,0.94,Low
SUP04229,Germany,Semiconductors,45,328,1672,18916,0.65,2021,Yes,33,Stable,0.63,High
SUP04230,USA,Packaging,86,76,157,5344,1.0,2022,No,27,Stable,1.0,Low
SUP04231,Brazil,Packaging,1,52,199,2619,0.66,2023,No,15,Increasing,0.72,Low
SUP04232,China,Batteries,67,715,1308,18417,0.71,2024,Yes,62,Stable,0.65,High
SUP04233,Thailand,Displays,80,259,758,14593,0.91,2023,No,29,Stable,1.0,Medium
SUP04234,Mexico,Displays,88,153,886,9960,0.64,2022,No,16,Decreasing,0.5,Medium
SUP04235,Vietnam,Displays,77,475,912,15203,0.99,2024,No,64,Increasing,1.0,Medium
SUP04236,China,Assembly,44,109,772,11561,0.96,2020,No,52,Stable,0.88,Medium
SUP04237,Mexico,Batteries,63,521,1757,10331,0.73,2023,Yes,31,Decreasing,0.78,Medium
SUP04238,Vietnam,Batteries,62,922,1266,12316,0.81,2020,Yes,43,Stable,0.86,Medium
SUP04239,Vietnam,Displays,36,488,651,8546,0.69,2021,No,22,Increasing,0.59,Medium
SUP04240,China,Assembly,70,131,382,12980,0.69,2024,No,6,Stable,0.78,Medium
SUP04241,USA,Batteries,49,622,1476,18036,0.94,2024,No,6,Increasing,1.0,High
SUP04242,China,Packaging,56,70,272,2642,0.8,2021,No,67,Decreasing,0.71,Low
SUP04243,India,Semiconductors,27,524,1570,15861,0.82,2021,Yes,93,Stable,0.74,Medium
SUP04244,Mexico,Semiconductors,100,486,1997,12924,0.78,2023,Yes,62,Stable,0.7,Medium
SUP04245,USA,Assembly,81,96,706,9750,0.61,2021,No,62,Increasing,0.62,Medium
SUP04246,Thailand,Displays,28,361,561,15203,0.99,2023,No,29,Stable,0.89,Medium
SUP04247,Brazil,Semiconductors,31,419,1078,17151,0.82,2023,No,11,Stable,0.9,High
SUP04248,China,Packaging,67,71,119,5045,0.85,2020,No,19,Increasing,0.92,Low
SUP04249,China,Packaging,38,36,301,4810,0.67,2024,No,80,Increasing,0.74,Low
SUP04250,Germany,Textiles,76,453,549,6758,0.7,2024,No,28,Decreasing,0.63,Medium
SUP04251,Germany,Assembly,78,99,766,11060,0.61,2020,No,46,Increasing,0.57,Medium
SUP04252,Brazil,Semiconductors,19,344,945,17552,0.61,2024,No,4,Stable,0.7,High
SUP04253,Mexico,Packaging,89,90,348,3724,0.9,2021,No,23,Stable,0.79,Low
SUP04254,Vietnam,Semiconductors,48,204,1344,10375,0.76,2020,No,22,Stable,0.56,Medium
SUP04255,India,Semiconductors,29,266,1241,14114,0.94,2023,No,64,Increasing,0.93,Medium
SUP04256,India,Textiles,92,630,743,6946,0.7,2023,No,31,Stable,0.7,Low
SUP04257,Mexico,Assembly,17,52,728,10067,0.95,2024,No,84,Decreasing,0.96,Medium
SUP04258,India,Semiconductors,75,447,1273,12325,0.76,2024,No,19,Stable,0.82,Medium
SUP04259,Germany,Textiles,19,688,1142,6676,0.92,2020,No,58,Stable,0.77,Low
SUP04260,India,Displays,71,476,847,9244,0.7,2022,No,41,Stable,0.54,Medium
SUP04261,Brazil,Semiconductors,84,403,1749,19510,0.96,2022,Yes,55,Increasing,0.87,High
SUP04262,China,Assembly,52,107,592,8498,0.69,2020,No,89,Decreasing,0.54,Medium
SUP04263,China,Displays,99,167,840,10840,0.75,2023,No,100,Stable,0.7,Medium
SUP04264,Germany,Textiles,88,870,1037,8719,0.67,2023,Yes,10,Stable,0.51,Medium
SUP04265,Brazil,Semiconductors,54,376,823,19841,0.73,2021,No,68,Increasing,0.75,High
SUP04266,Germany,Assembly,10,149,632,10952,0.88,2021,No,38,Increasing,1.0,Medium
SUP04267,Mexico,Textiles,13,538,579,4819,0.84,2022,No,95,Decreasing,0.86,Low
SUP04268,Vietnam,Packaging,27,31,108,2235,0.83,2020,No,39,Increasing,0.86,Low
SUP04269,USA,Semiconductors,26,453,1308,10170,0.76,2023,No,81,Decreasing,0.67,Medium
SUP04270,USA,Assembly,43,65,381,12732,0.83,2024,No,97,Decreasing,0.83,Medium
SUP04271,Germany,Packaging,35,62,205,4369,0.63,2021,No,96,Stable,0.45,High
SUP04272,Mexico,Semiconductors,91,214,1648,12170,0.95,2020,Yes,83,Increasing,0.8,Medium
SUP04273,Brazil,Semiconductors,12,474,909,13590,0.69,2020,No,32,Stable,0.83,Medium
SUP04274,Germany,Packaging,65,91,282,2737,0.95,2022,No,6,Increasing,1.0,Low
SUP04275,Thailand,Semiconductors,17,523,1466,10048,0.93,2022,No,61,Stable,1.0,Medium
SUP04276,Germany,Semiconductors,52,375,1937,11738,0.65,2020,Yes,51,Stable,0.65,Medium
SUP04277,USA,Displays,44,244,833,15113,0.66,2021,No,14,Decreasing,0.69,Medium
SUP04278,Mexico,Semiconductors,90,496,1669,17436,0.62,2023,Yes,93,Increasing,0.7,High
SUP04279,Vietnam,Batteries,55,910,1526,12739,0.86,2021,Yes,33,Increasing,0.84,Medium
SUP04280,India,Assembly,92,92,345,7646,0.61,2024,No,17,Decreasing,0.72,Low
SUP04281,Germany,Textiles,52,466,1156,4294,0.64,2023,No,11,Stable,0.75,Low
SUP04282,Vietnam,Packaging,15,32,212,5774,0.77,2023,No,90,Increasing,0.82,Low
SUP04283,USA,Displays,48,153,538,10281,0.76,2020,No,60,Decreasing,0.8,Medium
SUP04284,Brazil,Assembly,57,106,535,12815,0.71,2023,No,78,Increasing,0.76,Medium
SUP04285,India,Batteries,34,880,1690,12796,0.69,2020,Yes,57,Increasing,0.69,Medium
SUP04286,Germany,Assembly,48,67,309,14072,0.64,2022,No,6,Increasing,0.62,Medium
SUP04287,Thailand,Batteries,28,581,1557,18208,0.75,2022,Yes,93,Stable,0.75,High
SUP04288,China,Semiconductors,48,566,1706,18896,0.66,2022,Yes,57,Increasing,0.74,High
SUP04289,Mexico,Packaging,87,92,102,3694,0.74,2020,No,79,Stable,0.91,Low
SUP04290,India,Displays,20,404,525,10821,0.88,2020,No,39,Increasing,0.79,Medium
SUP04291,China,Semiconductors,23,483,1020,16155,0.66,2020,No,34,Stable,0.76,Medium
SUP04292,Mexico,Packaging,57,86,228,2432,0.81,2023,No,61,Decreasing,0.83,Low
SUP04293,Mexico,Batteries,20,839,1384,16387,0.81,2021,Yes,19,Stable,0.9,High
SUP04294,Germany,Displays,11,319,783,10196,0.69,2022,No,98,Increasing,0.64,Medium
SUP04295,USA,Textiles,0,396,987,9085,0.77,2023,No,15,Increasing,0.53,Medium
SUP04296,Mexico,Batteries,19,968,1545,13647,0.65,2020,Yes,73,Stable,0.73,Medium
SUP04297,India,Semiconductors,34,412,968,17038,0.84,2021,No,16,Decreasing,0.99,High
SUP04298,Vietnam,Displays,52,354,694,15185,0.79,2024,No,92,Stable,0.76,Medium
SUP04299,Vietnam,Textiles,34,803,973,6018,0.9,2020,Yes,73,Stable,0.86,Low
SUP04300,Vietnam,Packaging,50,69,129,2492,0.89,2023,No,30,Stable,1.0,Low
SUP04301,Mexico,Assembly,99,112,660,11187,0.81,2024,No,64,Decreasing,0.73,Medium
SUP04302,USA,Packaging,66,46,326,2466,0.74,2024,No,58,Decreasing,0.61,Medium
SUP04303,Brazil,Batteries,8,656,1426,11122,0.78,2022,No,19,Decreasing,0.8,Medium
SUP04304,Brazil,Displays,80,380,873,12987,0.62,2022,No,35,Decreasing,0.73,Medium
SUP04305,Mexico,Displays,81,463,920,15453,0.61,2022,No,53,Stable,0.62,Medium
SUP04306,Thailand,Displays,8,455,524,13798,0.71,2021,No,39,Stable,0.7,Medium
SUP04307,USA,Textiles,56,410,1060,7562,0.7,2021,No,57,Decreasing,0.7,Low
SUP04308,Brazil,Displays,57,468,883,10130,0.61,2023,No,99,Increasing,0.55,Medium
SUP04309,USA,Textiles,13,566,773,9392,0.86,2022,No,65,Stable,0.88,Medium
SUP04310,Brazil,Packaging,28,65,367,4025,0.74,2023,No,3,Decreasing,0.67,Medium
SUP04311,India,Semiconductors,89,400,1916,14075,0.66,2022,Yes,12,Stable,0.54,Medium
SUP04312,China,Displays,77,242,865,15837,0.8,2022,No,63,Increasing,0.84,Medium
SUP04313,Thailand,Batteries,58,513,1619,18423,0.81,2024,Yes,76,Stable,0.75,High
SUP04314,China,Semiconductors,83,413,800,10259,0.76,2020,No,80,Increasing,0.91,Medium
SUP04315,India,Displays,19,359,854,11186,0.94,2022,No,56,Decreasing,1.0,Medium
SUP04316,Thailand,Packaging,65,81,285,5512,0.87,2021,No,71,Stable,0.74,Low
SUP04317,Vietnam,Packaging,99,75,330,2701,0.91,2022,No,81,Increasing,0.98,Low
SUP04318,Vietnam,Displays,79,235,536,15954,0.85,2023,No,37,Decreasing,1.0,Medium
SUP04319,China,Batteries,10,599,1128,18738,0.94,2022,No,74,Decreasing,0.85,High
SUP04320,Thailand,Displays,48,244,849,10260,0.81,2021,No,59,Decreasing,0.72,Medium
SUP04321,Vietnam,Displays,90,375,556,11146,0.6,2022,No,27,Stable,0.48,High
SUP04322,Germany,Textiles,19,418,500,6405,0.89,2023,No,1,Decreasing,0.92,Low
SUP04323,Brazil,Batteries,7,615,1317,14230,0.96,2020,No,63,Increasing,0.98,Medium
SUP04324,India,Packaging,0,88,185,2152,0.69,2024,No,13,Increasing,0.73,Low
SUP04325,China,Displays,23,401,554,8358,1.0,2022,No,95,Stable,1.0,Low
SUP04326,Thailand,Semiconductors,6,386,1504,19355,0.7,2022,Yes,79,Stable,0.59,High
SUP04327,USA,Textiles,43,349,939,6110,0.97,2023,No,70,Increasing,1.0,Low
SUP04328,China,Packaging,99,66,256,4337,0.73,2024,No,85,Increasing,0.97,Low
SUP04329,China,Assembly,98,122,317,6466,0.86,2021,No,56,Stable,0.98,Low
SUP04330,Brazil,Textiles,40,519,579,6866,0.72,2022,No,31,Stable,0.79,Low
SUP04331,Vietnam,Assembly,100,121,558,14959,0.92,2022,No,4,Stable,0.94,Medium
SUP04332,Mexico,Batteries,78,666,1302,17988,0.86,2024,No,68,Stable,0.73,High
SUP04333,USA,Displays,95,485,781,11386,0.94,2023,No,65,Stable,0.98,Medium
SUP04334,Thailand,Assembly,67,58,797,12686,0.68,2022,No,90,Stable,0.74,Medium
SUP04335,China,Textiles,60,365,793,5011,0.63,2021,No,55,Stable,0.61,Medium
SUP04336,Thailand,Textiles,38,387,717,8531,0.92,2022,No,17,Stable,0.92,Low
SUP04337,USA,Displays,6,471,682,15213,0.74,2021,No,55,Decreasing,0.65,Medium
SUP04338,USA,Semiconductors,46,268,1683,11405,0.6,2024,Yes,4,Stable,0.67,Medium
SUP04339,Germany,Displays,62,485,810,9454,0.72,2024,No,96,Stable,0.87,Medium
SUP04340,Mexico,Semiconductors,45,494,1618,14928,0.79,2024,Yes,30,Increasing,0.69,Medium
SUP04341,Thailand,Batteries,16,742,1768,14741,0.96,2020,Yes,55,Increasing,1.0,Medium
SUP04342,USA,Assembly,50,99,492,11018,0.96,2021,No,68,Stable,0.98,Medium
SUP04343,India,Displays,17,436,749,14545,0.66,2023,No,38,Stable,0.55,Medium
SUP04344,India,Semiconductors,57,321,1293,10055,0.94,2022,No,59,Stable,0.91,Medium
SUP04345,Vietnam,Displays,9,388,514,14547,0.95,2024,No,39,Decreasing,0.97,Medium
SUP04346,Mexico,Assembly,27,100,312,13945,0.66,2024,No,99,Stable,0.76,Medium
SUP04347,USA,Batteries,24,877,1726,15539,0.99,2022,Yes,62,Stable,0.71,High
SUP04348,Mexico,Batteries,44,857,1664,14602,0.6,2020,Yes,67,Increasing,0.59,Medium
SUP04349,China,Assembly,95,112,443,11869,0.63,2022,No,11,Decreasing,0.74,Medium
SUP04350,Mexico,Displays,57,449,725,8979,0.89,2022,No,0,Decreasing,0.79,Medium
SUP04351,Thailand,Displays,69,196,729,15160,0.92,2024,No,87,Stable,0.91,Medium
SUP04352,Germany,Semiconductors,73,305,993,12255,0.86,2021,No,61,Stable,0.96,Medium
SUP04353,China,Displays,91,467,757,13413,0.69,2024,No,50,Increasing,0.69,Medium
SUP04354,Germany,Textiles,23,702,1103,4791,0.92,2020,Yes,0,Increasing,0.76,Low
SUP04355,Mexico,Packaging,27,99,333,3803,0.75,2022,No,17,Increasing,0.73,Low
SUP04356,Thailand,Semiconductors,46,512,1361,13081,0.61,2023,No,42,Stable,0.63,Medium
SUP04357,Brazil,Packaging,47,83,158,2043,0.85,2021,No,84,Stable,0.81,Low
SUP04358,China,Batteries,12,516,1560,19713,0.91,2024,Yes,94,Stable,0.89,High
SUP04359,USA,Displays,89,453,737,9615,0.83,2023,No,5,Decreasing,0.76,Medium
SUP04360,Mexico,Semiconductors,17,454,1718,11968,1.0,2020,Yes,31,Stable,1.0,Medium
SUP04361,Thailand,Packaging,34,92,249,3482,0.91,2024,No,60,Stable,0.84,Low
SUP04362,China,Textiles,50,707,1146,4580,0.79,2024,Yes,16,Increasing,0.81,Low
SUP04363,USA,Packaging,3,99,343,5674,0.98,2022,No,67,Stable,1.0,Low
SUP04364,Vietnam,Textiles,67,894,1121,7238,0.74,2022,Yes,7,Stable,0.53,Medium
SUP04365,China,Batteries,9,625,1159,16573,0.6,2021,No,29,Stable,0.7,High
SUP04366,USA,Displays,22,193,959,11246,0.79,2020,No,74,Decreasing,0.71,Medium
SUP04367,Germany,Displays,40,244,987,13727,0.7,2023,No,34,Increasing,0.92,Medium
SUP04368,USA,Semiconductors,61,530,1730,15945,0.9,2021,Yes,29,Stable,0.98,High
SUP04369,India,Assembly,28,62,710,7089,0.62,2024,No,81,Stable,0.55,Medium
SUP04370,Mexico,Textiles,75,430,552,4456,0.79,2021,No,49,Decreasing,0.73,Low
SUP04371,Vietnam,Semiconductors,68,458,1217,11562,0.62,2022,No,70,Stable,0.54,Medium
SUP04372,Thailand,Semiconductors,68,225,930,15450,0.92,2020,No,30,Stable,0.93,Medium
SUP04373,China,Packaging,43,49,194,5812,0.71,2022,No,82,Stable,0.67,Medium
SUP04374,Brazil,Batteries,38,522,1044,19347,0.65,2022,No,22,Stable,0.6,High
SUP04375,USA,Textiles,72,777,603,8181,0.88,2020,Yes,80,Stable,0.73,Low
SUP04376,Thailand,Semiconductors,15,399,1408,11594,0.89,2023,No,54,Increasing,0.8,Medium
SUP04377,Brazil,Assembly,15,141,613,8989,0.7,2020,No,63,Stable,0.81,Low
SUP04378,Brazil,Semiconductors,90,505,1182,14497,0.86,2023,No,100,Stable,1.0,Medium
SUP04379,USA,Batteries,46,855,1348,19688,1.0,2020,Yes,58,Stable,1.0,High
SUP04380,Thailand,Semiconductors,45,208,1735,14350,0.85,2023,Yes,63,Increasing,0.83,Medium
SUP04381,Thailand,Semiconductors,61,255,1595,15178,0.84,2023,Yes,90,Increasing,0.71,Medium
SUP04382,Vietnam,Batteries,8,674,1623,18565,0.62,2021,Yes,27,Increasing,0.73,High
SUP04383,China,Semiconductors,100,248,1846,11564,0.97,2023,Yes,54,Stable,1.0,Medium
SUP04384,Germany,Semiconductors,62,501,1209,19891,0.92,2021,No,54,Stable,0.93,High
SUP04385,Vietnam,Textiles,71,567,617,4706,0.89,2020,No,7,Decreasing,0.84,Low
SUP04386,China,Assembly,95,94,581,7164,0.82,2022,No,13,Stable,0.88,Low
SUP04387,China,Packaging,19,66,260,2402,0.76,2023,No,73,Decreasing,0.97,Low
SUP04388,Germany,Textiles,1,863,644,4091,0.99,2022,Yes,96,Stable,0.93,Low
SUP04389,Vietnam,Semiconductors,95,262,1887,16022,0.74,2020,Yes,13,Increasing,0.84,High
SUP04390,China,Displays,85,319,537,13533,0.88,2021,No,15,Stable,0.93,Medium
SUP04391,China,Batteries,71,847,1566,13628,0.95,2020,Yes,31,Stable,0.95,Medium
SUP04392,Germany,Textiles,48,510,806,6980,0.73,2023,No,13,Stable,0.87,Low
SUP04393,Vietnam,Packaging,45,84,174,3350,0.92,2023,No,68,Increasing,0.74,Low
SUP04394,Germany,Batteries,95,646,1669,12674,0.83,2021,Yes,29,Decreasing,0.75,Medium
SUP04395,China,Assembly,24,86,714,8399,0.81,2021,No,20,Stable,0.7,Low
SUP04396,Germany,Packaging,70,82,247,5917,0.84,2020,No,0,Stable,0.78,Low
SUP04397,Germany,Packaging,84,42,352,5823,0.71,2023,No,48,Stable,0.81,Low
SUP04398,Vietnam,Batteries,71,631,1609,19296,0.72,2023,Yes,88,Increasing,0.72,High
SUP04399,China,Textiles,75,562,658,4773,0.78,2021,No,39,Decreasing,0.8,Low
SUP04400,Brazil,Packaging,15,89,329,3124,0.82,2022,No,39,Increasing,0.84,Low
SUP04401,USA,Batteries,51,639,1717,11856,0.79,2022,Yes,100,Stable,0.93,Medium
SUP04402,Vietnam,Semiconductors,60,465,1519,19706,0.84,2021,Yes,29,Increasing,0.63,High
SUP04403,Vietnam,Semiconductors,4,516,1251,18201,0.84,2023,No,44,Stable,0.76,High
SUP04404,USA,Batteries,51,676,1474,15207,0.78,2023,No,77,Stable,0.73,Medium
SUP04405,India,Batteries,37,576,1299,13262,0.6,2022,No,65,Stable,0.6,Medium
SUP04406,Mexico,Displays,14,273,631,9384,0.68,2022,No,48,Increasing,0.66,Medium
SUP04407,Germany,Textiles,40,869,795,7673,0.9,2022,Yes,64,Stable,0.91,Low
SUP04408,Thailand,Packaging,77,78,331,2966,0.88,2020,No,92,Increasing,0.85,Low
SUP04409,USA,Assembly,14,123,562,11395,0.8,2022,No,48,Decreasing,0.84,Medium
SUP04410,China,Assembly,90,102,690,6551,0.81,2023,No,57,Increasing,0.78,Low
SUP04411,India,Semiconductors,96,513,1573,17032,0.87,2020,Yes,35,Stable,0.89,High
SUP04412,Germany,Textiles,30,661,1168,8866,0.94,2023,No,66,Stable,0.93,Medium
SUP04413,Brazil,Batteries,18,577,1013,16631,1.0,2021,No,77,Stable,1.0,High
SUP04414,India,Textiles,37,795,871,4150,0.69,2021,Yes,3,Stable,0.63,Medium
SUP04415,Thailand,Assembly,91,125,497,6023,0.87,2021,No,29,Decreasing,0.97,Low
SUP04416,Brazil,Textiles,87,707,791,9040,0.91,2023,Yes,23,Increasing,0.97,Medium
SUP04417,Brazil,Textiles,44,434,573,9946,0.75,2023,No,84,Stable,0.92,Medium
SUP04418,India,Semiconductors,69,257,1759,10668,0.72,2022,Yes,48,Decreasing,0.69,Medium
