Supplier_ID,Country,Product_Type,Units_Produced,Material_Type,Reported_Emissions_kgCO2e,Emission_Factor,Source,Data_Confidence,ThirdParty_Estimate,Report_Month,Green_Certified,Prior_Violations,Audit_Score
SUP1501,USA,Screen,91347,Glass,89623.7,0.91,Internal,High,50928.7,2023-06,0,0,75
SUP1502,India,Frame,34161,Aluminium,88417.8,2.05,Hybrid,Low,57990.5,2023-10,0,0,69
SUP1503,Germany,Camera,40601,Plastic,124850.3,3.41,3rdParty,Medium,139584.6,2023-06,1,0,72
SUP1504,China,Camera,60010,Glass,28415.4,0.62,3rdParty,Medium,34490.0,2023-06,1,0,98
SUP1505,India,Screen,74994,Glass,193094.0,2.14,Internal,High,186619.1,2023-10,1,0,52
SUP1506,USA,Camera,73178,Glass,221499.7,3.41,Internal,High,302028.6,2023-01,0,0,50
SUP1507,China,Chipset,28412,Silicon,75190.7,3.17,3rdParty,Medium,84938.6,2022-07,0,0,60
SUP1508,China,Chipset,58378,Lithium,161792.3,2.81,Hybrid,High,175014.3,2023-01,1,0,60
SUP1509,USA,Chipset,27442,Silicon,77148.8,2.88,Internal,Low,99836.9,2022-09,1,1,75
SUP1510,China,Frame,17709,Glass,59914.4,3.16,Internal,Medium,75814.4,2022-07,1,0,50
SUP1511,Germany,Screen,49137,Lithium,124562.5,2.75,Internal,High,76917.7,2023-06,0,0,66
SUP1512,Vietnam,Chipset,24524,Plastic,24712.7,1.22,3rdParty,Medium,20758.6,2023-01,0,0,75
SUP1513,India,Battery,81141,Lithium,195675.7,2.41,Hybrid,Low,177418.8,2022-01,1,1,59
SUP1514,USA,Battery,65800,Silicon,83649.4,1.07,Hybrid,Medium,56550.5,2022-03,0,0,77
SUP1515,India,Camera,66936,Aluminium,74621.9,2.15,3rdParty,High,172322.2,2022-06,1,0,72
SUP1516,Germany,Screen,27872,Silicon,25182.9,0.67,Hybrid,Medium,23062.8,2023-07,0,0,55
SUP1517,Germany,Screen,86184,Lithium,326959.3,3.42,3rdParty,Medium,333328.4,2022-07,0,0,82
SUP1518,Vietnam,Screen,78224,Plastic,58898.3,0.71,3rdParty,Medium,60152.0,2022-03,0,0,60
SUP1519,Vietnam,Chipset,91715,Plastic,81286.6,1.07,Hybrid,Low,99016.0,2023-08,0,0,69
SUP1520,USA,Frame,8833,Plastic,21418.9,2.69,Internal,Low,17316.9,2023-12,0,1,69
SUP1521,USA,Battery,35077,Aluminium,99831.9,2.44,Internal,High,119508.4,2024-02,0,0,50
SUP1522,China,Frame,26762,Glass,46149.6,2.05,Hybrid,High,50342.0,2022-10,0,0,79
SUP1523,USA,Screen,54632,Silicon,154183.8,2.93,Hybrid,High,92675.4,2022-09,0,1,50
SUP1524,China,Chipset,39452,Glass,89831.1,2.48,Internal,High,111304.1,2023-04,0,0,54
SUP1525,China,Frame,1486,Glass,4225.5,2.74,3rdParty,Medium,3772.4,2022-01,1,0,67
SUP1526,Germany,Battery,44209,Lithium,109020.6,2.49,Internal,Medium,97661.1,2022-09,0,1,59
SUP1527,China,Screen,13884,Aluminium,11749.9,0.72,Internal,Medium,7135.7,2023-12,0,0,90
SUP1528,USA,Battery,52259,Silicon,64880.4,1.34,Internal,Medium,80338.1,2022-04,0,1,75
SUP1529,India,Camera,64171,Lithium,123255.8,1.79,Internal,Medium,87929.3,2022-10,0,0,88
SUP1530,Vietnam,Battery,27382,Lithium,38055.9,1.32,3rdParty,Medium,24659.0,2022-01,0,0,64
SUP1531,China,Chipset,11974,Silicon,9694.9,0.79,Hybrid,Medium,10904.3,2022-03,0,0,66
SUP1532,China,Screen,81391,Silicon,169658.2,2.19,Internal,High,182463.0,2023-10,1,0,71
SUP1533,India,Screen,1801,Glass,5050.9,2.81,3rdParty,High,6653.9,2022-10,0,1,57
SUP1534,USA,Camera,90614,Silicon,142128.0,1.47,Hybrid,High,108182.0,2023-08,0,0,99
SUP1535,USA,Screen,88193,Aluminium,118701.9,1.49,Internal,Medium,150828.2,2023-02,1,0,88
SUP1536,China,Frame,44516,Glass,21527.5,0.56,Hybrid,High,30176.1,2023-10,1,0,91
SUP1537,China,Chipset,84990,Silicon,104378.4,1.44,Internal,Medium,108227.3,2023-01,1,0,83
SUP1538,Germany,Battery,53335,Plastic,64614.6,1.04,3rdParty,Low,66807.1,2022-11,1,0,66
SUP1539,Germany,Screen,49380,Aluminium,141572.0,3.2,3rdParty,Medium,164526.1,2024-02,0,0,67
SUP1540,China,Camera,74746,Lithium,214296.3,2.39,3rdParty,Low,141054.0,2023-09,0,0,69
SUP1541,Germany,Camera,94293,Glass,252117.3,2.77,3rdParty,Medium,335396.2,2022-12,1,0,69
SUP1542,India,Chipset,89714,Silicon,166387.6,2.47,3rdParty,High,214987.7,2024-02,0,1,62
SUP1543,Vietnam,Screen,34012,Plastic,80676.4,1.99,Internal,Medium,62322.8,2023-04,0,0,66
SUP1544,Vietnam,Frame,37142,Plastic,49631.4,1.23,Internal,Medium,39229.3,2022-11,0,0,79
SUP1545,Germany,Chipset,88566,Plastic,175839.1,1.39,Hybrid,High,110096.1,2022-10,0,0,93
SUP1546,Germany,Camera,65222,Aluminium,92581.3,1.56,Internal,Low,143829.0,2022-02,0,1,74
SUP1547,Vietnam,Chipset,78116,Aluminium,121880.6,1.22,Hybrid,Medium,112464.3,2022-07,0,0,76
SUP1548,Germany,Battery,87148,Glass,94886.6,1.55,3rdParty,High,124216.0,2024-02,0,0,70
SUP1549,China,Camera,63363,Glass,96264.1,1.57,Internal,Medium,121388.0,2023-07,1,0,94
SUP1550,Germany,Chipset,35413,Lithium,52596.1,1.65,Internal,Medium,68903.6,2022-11,1,0,93
SUP1551,Vietnam,Chipset,25843,Silicon,31044.8,1.68,3rdParty,High,39304.6,2022-03,1,0,50
SUP1552,China,Battery,76591,Silicon,177312.2,2.08,Internal,Medium,125628.7,2023-02,1,1,65
SUP1553,USA,Chipset,54517,Silicon,45281.0,0.89,3rdParty,High,49292.1,2022-10,0,0,77
SUP1554,India,Camera,23620,Aluminium,15608.0,0.67,Internal,Medium,13740.3,2023-07,0,0,71
SUP1555,USA,Battery,95792,Lithium,205652.5,2.77,3rdParty,Medium,222506.8,2023-06,0,0,55
SUP1556,India,Camera,18357,Lithium,51456.6,3.49,3rdParty,Low,85592.7,2022-07,1,0,52
SUP1557,USA,Frame,23228,Lithium,54436.1,2.86,Hybrid,Medium,49512.7,2023-11,1,0,93
SUP1558,Germany,Screen,23745,Aluminium,12566.8,0.71,3rdParty,Medium,15020.9,2022-07,1,0,92
SUP1559,China,Camera,35568,Aluminium,28306.8,0.88,Internal,Medium,37351.7,2023-12,1,0,70
SUP1560,China,Chipset,88122,Aluminium,106506.3,1.22,3rdParty,Medium,122666.3,2023-08,0,0,87
SUP1561,USA,Screen,34371,Silicon,110068.5,2.6,Hybrid,Medium,114931.5,2024-02,0,0,61
SUP1562,Germany,Frame,1148,Glass,2219.2,1.57,Internal,Medium,1139.2,2022-04,0,1,96
SUP1563,USA,Battery,20544,Aluminium,26205.6,1.26,Hybrid,Low,27136.1,2022-04,0,0,57
SUP1564,USA,Frame,62358,Plastic,138598.2,3.12,3rdParty,Low,252319.8,2022-02,0,0,89
SUP1565,China,Chipset,54450,Silicon,130218.7,2.64,3rdParty,High,117882.9,2022-09,0,0,67
SUP1566,Germany,Battery,47940,Lithium,70826.8,1.35,3rdParty,Medium,68325.1,2023-03,1,0,97
SUP1567,India,Screen,29439,Glass,80392.2,2.98,Hybrid,High,69688.2,2023-12,0,0,92
SUP1568,USA,Frame,63537,Glass,165199.5,2.16,3rdParty,Medium,111144.5,2023-10,1,0,96
SUP1569,Germany,Screen,72667,Plastic,101209.0,1.46,Hybrid,High,106334.8,2022-10,1,0,62
SUP1570,China,Battery,33544,Aluminium,19480.4,0.66,Internal,Low,22981.6,2023-05,1,0,54
SUP1571,China,Battery,61184,Aluminium,33751.8,0.98,3rdParty,Low,49029.9,2023-05,0,0,66
SUP1572,China,Chipset,88483,Lithium,140775.2,1.27,3rdParty,Medium,86269.3,2023-04,0,0,73
SUP1573,Vietnam,Screen,75816,Aluminium,69831.7,1.24,Internal,High,142772.9,2023-07,0,0,80
SUP1574,Germany,Chipset,24341,Aluminium,29560.2,1.07,Hybrid,High,23905.5,2022-09,0,0,97
SUP1575,Germany,Frame,27148,Aluminium,12321.8,0.54,Internal,Low,10655.3,2023-10,1,0,77
SUP1576,China,Chipset,98123,Glass,217843.9,3.05,Internal,High,354825.8,2022-02,0,0,91
SUP1577,Vietnam,Battery,16831,Glass,29368.0,1.59,Hybrid,Medium,20308.5,2022-08,1,0,51
SUP1578,USA,Screen,41138,Aluminium,129126.0,3.18,3rdParty,Medium,120043.1,2023-02,0,0,68
SUP1579,China,Frame,41409,Glass,54320.1,1.25,Hybrid,Medium,48418.3,2022-05,0,0,52
SUP1580,USA,Battery,42616,Plastic,52539.5,1.8,Hybrid,Medium,95677.9,2023-05,0,0,89
SUP1581,Vietnam,Chipset,15260,Lithium,22799.6,1.91,Hybrid,High,24508.0,2022-10,0,0,84
SUP1582,Vietnam,Screen,62918,Glass,36446.2,0.57,Internal,Low,30001.2,2024-02,0,0,76
SUP1583,China,Frame,91964,Aluminium,92974.7,1.27,Internal,Low,112776.8,2024-02,0,0,90
SUP1584,Vietnam,Chipset,53672,Lithium,46610.9,1.18,3rdParty,Low,71332.5,2022-01,0,0,87
SUP1585,China,Battery,12036,Silicon,7332.7,0.62,3rdParty,Medium,8883.8,2023-08,0,0,80
SUP1586,Vietnam,Frame,4770,Plastic,3120.5,0.66,3rdParty,Medium,2436.7,2022-05,1,1,56
SUP1587,Vietnam,Camera,7806,Lithium,24504.5,3.08,Hybrid,Medium,28596.6,2022-02,1,0,87
SUP1588,USA,Screen,12136,Lithium,17844.1,1.26,Internal,High,13797.9,2024-02,0,0,91
SUP1589,India,Battery,82641,Aluminium,52644.0,0.67,Hybrid,Low,27849.9,2023-06,0,0,82
SUP1590,USA,Battery,47732,Plastic,46948.1,1.28,Hybrid,High,67127.2,2022-08,0,0,74
SUP1591,China,Screen,19157,Lithium,64275.4,3.47,3rdParty,Medium,83676.9,2023-11,1,0,85
SUP1592,China,Camera,60884,Aluminium,97836.3,1.07,Hybrid,Medium,96655.7,2022-07,1,0,61
SUP1593,Germany,Battery,36157,Plastic,51539.9,1.6,3rdParty,High,64200.3,2022-04,0,0,65
SUP1594,Germany,Chipset,83016,Glass,177096.5,1.68,Hybrid,Medium,220435.7,2022-12,0,0,65
SUP1595,USA,Battery,16185,Aluminium,45034.1,3.47,Internal,Medium,58461.1,2023-03,0,0,65
SUP1596,China,Frame,69020,Aluminium,195716.9,3.02,Internal,Low,178081.0,2024-01,0,0,61
SUP1597,China,Frame,43722,Aluminium,101227.3,2.04,Internal,Medium,96024.9,2022-07,0,0,83
SUP1598,Germany,Camera,92110,Plastic,159946.1,2.37,Internal,Medium,118076.9,2023-05,0,0,58
SUP1599,India,Screen,59847,Plastic,60493.7,0.94,Internal,Medium,62671.3,2022-09,0,0,73
SUP1600,Vietnam,Camera,98360,Aluminium,281776.6,2.51,Hybrid,Low,208433.5,2022-11,1,0,59
SUP1601,China,Camera,69684,Aluminium,48781.6,0.66,Hybrid,Medium,55419.9,2022-03,0,0,60
SUP1602,Germany,Battery,51624,Silicon,38779.2,0.72,Internal,Medium,40657.9,2023-01,0,0,69
SUP1603,Vietnam,Battery,42476,Silicon,32858.4,0.6,Hybrid,High,28744.4,2023-03,0,0,80
SUP1604,China,Camera,96949,Lithium,123904.0,1.34,3rdParty,Medium,132540.7,2023-01,0,0,50
SUP1605,Vietnam,Screen,48655,Glass,141493.1,2.62,3rdParty,High,113315.1,2022-08,0,0,80
SUP1606,Vietnam,Camera,14882,Glass,33720.2,2.5,Hybrid,Medium,41738.2,2022-09,0,0,51
SUP1607,USA,Battery,99723,Aluminium,239294.0,1.84,3rdParty,High,197656.2,2023-06,1,0,64
SUP1608,Vietnam,Frame,17571,Silicon,41918.6,2.48,Hybrid,Medium,31153.2,2023-10,1,0,97
SUP1609,Vietnam,Screen,39562,Plastic,58863.6,1.52,Internal,Low,58868.1,2022-06,0,1,96
SUP1610,Germany,Camera,32996,Silicon,65423.8,2.24,Internal,High,86827.6,2022-06,1,0,72
SUP1611,China,Camera,94608,Plastic,138651.1,1.45,Hybrid,High,136276.0,2024-01,0,0,67
SUP1612,China,Battery,95238,Silicon,292557.8,2.26,3rdParty,Medium,256919.4,2022-07,1,0,84
SUP1613,India,Frame,68850,Silicon,90928.0,1.81,3rdParty,Low,77627.0,2023-10,1,0,50
SUP1614,Germany,Camera,77095,Aluminium,116626.4,1.91,Hybrid,Low,109827.9,2023-07,1,0,94
SUP1615,India,Battery,32017,Aluminium,41900.9,1.25,Internal,Medium,52071.4,2023-04,0,0,92
SUP1616,Germany,Screen,46647,Plastic,24307.7,0.53,Hybrid,Medium,15748.4,2022-11,1,0,66
SUP1617,USA,Camera,19799,Lithium,15909.5,1.17,3rdParty,Medium,12777.7,2023-05,0,0,62
SUP1618,Germany,Frame,90233,Silicon,126015.4,1.7,3rdParty,Medium,145426.5,2022-07,1,0,64
SUP1619,Vietnam,Chipset,16522,Plastic,30514.9,1.47,Hybrid,High,31820.3,2023-07,0,0,72
SUP1620,India,Frame,36877,Glass,69878.9,2.11,Hybrid,High,113645.9,2023-08,0,0,52
SUP1621,China,Screen,18140,Aluminium,10924.1,0.78,Hybrid,High,15617.7,2023-11,0,0,55
SUP1622,USA,Battery,5008,Aluminium,4935.5,0.94,3rdParty,Medium,4965.2,2022-02,1,1,92
SUP1623,USA,Chipset,96964,Lithium,392032.5,3.45,Internal,Low,368497.5,2023-07,0,0,92
SUP1624,Vietnam,Battery,19296,Aluminium,67287.3,2.77,Hybrid,Medium,51430.2,2023-08,0,0,78
SUP1625,Germany,Camera,63901,Silicon,59223.1,0.91,Hybrid,Medium,57373.9,2022-09,1,0,53
SUP1626,China,Screen,81083,Aluminium,211055.9,2.66,Internal,High,207489.6,2022-02,1,0,62
SUP1627,India,Frame,6355,Plastic,22735.5,2.91,3rdParty,Medium,16108.8,2022-03,0,0,90
SUP1628,India,Frame,66453,Plastic,154175.7,2.98,3rdParty,Medium,179192.4,2024-01,0,0,95
SUP1629,Germany,Screen,40767,Plastic,94330.0,2.1,3rdParty,High,82829.2,2023-03,0,0,86
SUP1630,Germany,Battery,80303,Lithium,71014.3,0.92,Internal,Medium,73279.9,2023-07,0,0,74
SUP1631,India,Chipset,34971,Lithium,117803.3,3.35,Internal,Low,109948.8,2023-08,0,0,83
SUP1632,China,Screen,92713,Silicon,106681.5,1.49,3rdParty,Medium,151347.3,2023-11,0,0,99
SUP1633,India,Battery,29451,Glass,152179.3,3.35,3rdParty,High,83672.3,2023-12,1,0,50
SUP1634,India,Frame,14273,Plastic,41016.2,2.79,3rdParty,Medium,30588.2,2023-02,0,0,91
SUP1635,China,Chipset,29690,Plastic,69564.8,2.69,Internal,Medium,69199.7,2023-11,0,0,90
SUP1636,India,Battery,23462,Silicon,43039.6,1.29,3rdParty,High,30204.9,2022-04,0,0,76
SUP1637,USA,Screen,29393,Silicon,96959.2,2.43,3rdParty,High,87785.3,2023-12,1,0,99
SUP1638,Vietnam,Chipset,99938,Glass,116964.1,1.04,Internal,Medium,121301.7,2024-01,0,0,96
SUP1639,Germany,Frame,11588,Glass,21675.9,2.36,Hybrid,High,29008.3,2024-01,0,0,92
SUP1640,Vietnam,Battery,47766,Aluminium,18768.3,0.51,Internal,Low,22783.4,2024-02,0,0,55
SUP1641,China,Screen,74508,Plastic,66275.8,1.12,Internal,High,68426.8,2023-12,0,0,84
SUP1642,China,Screen,84108,Silicon,170650.9,1.72,Hybrid,High,138186.5,2023-08,1,1,78
SUP1643,India,Chipset,25976,Lithium,23761.7,0.82,Internal,High,23450.6,2022-07,0,0,75
SUP1644,Germany,Battery,67793,Glass,87782.3,0.88,Internal,Medium,60940.9,2023-09,1,0,53
SUP1645,USA,Frame,25561,Plastic,51650.3,2.48,Hybrid,Medium,73021.7,2022-05,0,0,84
SUP1646,India,Chipset,90595,Plastic,84882.4,1.11,Hybrid,Medium,96506.3,2023-04,0,0,59
SUP1647,India,Chipset,61719,Aluminium,120680.2,2.59,Hybrid,High,127906.0,2022-09,0,0,80
SUP1648,China,Battery,13012,Aluminium,16003.7,1.04,Internal,High,13660.0,2023-01,1,0,69
SUP1649,USA,Chipset,25151,Silicon,55952.6,2.06,Internal,Medium,56926.2,2022-02,0,0,91
SUP1650,China,Camera,71603,Aluminium,63229.6,1.1,3rdParty,Low,78877.8,2024-02,0,0,72
SUP1651,Germany,Battery,38338,Plastic,71969.6,3.07,3rdParty,Medium,85960.4,2022-09,0,0,68
SUP1652,Vietnam,Chipset,15179,Silicon,47875.7,2.91,Hybrid,Medium,57458.2,2023-09,1,0,93
SUP1653,Vietnam,Frame,19895,Plastic,74593.2,3.4,Hybrid,High,75211.0,2023-09,1,0,58
SUP1654,USA,Battery,77555,Glass,98532.6,1.35,Internal,Medium,105204.3,2023-04,0,0,83
SUP1655,India,Battery,38211,Aluminium,60098.8,2.36,Hybrid,Medium,65001.7,2023-06,0,0,76
SUP1656,Germany,Frame,19961,Silicon,23392.2,1.01,Internal,Medium,21738.0,2023-07,1,0,73
SUP1657,Germany,Frame,9562,Aluminium,3944.8,0.69,Internal,Low,6589.5,2022-05,0,1,94
SUP1658,Vietnam,Screen,56309,Silicon,49896.8,1.13,Hybrid,Medium,52039.4,2024-02,0,0,92
SUP1659,China,Frame,37575,Silicon,79945.8,1.92,3rdParty,High,75307.6,2022-04,0,0,62
SUP1660,China,Camera,70374,Glass,33189.4,0.64,Hybrid,Medium,33255.7,2023-03,0,0,94
SUP1661,China,Chipset,79616,Plastic,87478.7,1.04,3rdParty,High,108969.6,2023-06,0,0,62
SUP1662,China,Battery,41761,Glass,118676.1,3.03,3rdParty,Low,164245.4,2023-09,0,0,76
SUP1663,Germany,Battery,67577,Lithium,49972.1,0.66,3rdParty,High,52714.5,2022-01,1,0,78
SUP1664,Vietnam,Camera,82943,Lithium,220330.4,2.66,Internal,High,147134.5,2022-08,1,1,50
SUP1665,India,Screen,7487,Silicon,9162.5,0.92,3rdParty,Medium,8416.7,2022-06,0,0,71
SUP1666,Vietnam,Battery,42300,Glass,133784.1,2.46,Internal,Medium,88574.7,2022-03,0,0,61
SUP1667,Vietnam,Camera,63085,Plastic,118334.4,1.96,Internal,Medium,156426.9,2022-08,1,0,84
SUP1668,China,Frame,9484,Aluminium,7516.2,0.96,3rdParty,Low,10384.6,2022-11,0,0,65
SUP1669,India,Chipset,39108,Lithium,137986.0,3.41,Internal,Medium,150925.4,2023-02,1,0,91
SUP1670,India,Frame,14782,Silicon,38066.8,2.49,Hybrid,Medium,46481.3,2022-10,0,0,90
SUP1671,India,Battery,35293,Lithium,35876.9,1.1,Internal,High,31468.5,2024-02,0,0,85
SUP1672,China,Battery,76838,Plastic,264763.6,2.79,Hybrid,High,301032.3,2022-11,0,0,50
SUP1673,Germany,Screen,82588,Plastic,243157.4,3.08,3rdParty,Medium,190090.7,2022-09,0,0,90
SUP1674,Vietnam,Camera,51945,Plastic,169387.5,3.21,3rdParty,High,173181.0,2022-01,1,0,52
SUP1675,Germany,Screen,69147,Lithium,204646.3,2.31,Hybrid,Medium,169957.8,2023-10,0,0,82
SUP1676,Vietnam,Frame,77394,Glass,285187.0,3.34,Internal,Medium,211177.5,2022-09,0,0,86
SUP1677,China,Chipset,95859,Silicon,69771.7,1.09,3rdParty,High,80626.2,2024-01,0,0,75
SUP1678,USA,Camera,34826,Glass,55642.9,1.74,3rdParty,High,84719.6,2023-11,0,0,77
SUP1679,USA,Screen,83094,Lithium,292060.0,2.14,Internal,Medium,210090.7,2022-05,1,1,92
SUP1680,Germany,Battery,34717,Plastic,71063.5,2.26,3rdParty,Medium,64518.0,2022-12,0,0,71
SUP1681,China,Screen,45610,Lithium,115978.1,3.24,Internal,Low,74341.4,2022-06,0,0,86
SUP1682,Vietnam,Frame,91815,Glass,260989.7,2.67,3rdParty,Low,192005.1,2022-07,0,0,86
SUP1683,China,Chipset,79672,Silicon,250243.9,2.6,Hybrid,Medium,248706.0,2023-08,0,0,60
SUP1684,Vietnam,Frame,70831,Plastic,60413.3,1.26,Internal,High,68969.9,2023-01,0,0,72
SUP1685,USA,Camera,26714,Lithium,44589.9,2.01,3rdParty,Medium,59756.3,2023-10,1,0,74
SUP1686,Vietnam,Chipset,14470,Aluminium,17187.1,1.25,Hybrid,High,19807.9,2023-10,0,0,55
SUP1687,Vietnam,Screen,43244,Aluminium,52600.2,1.34,3rdParty,Low,72617.6,2024-02,0,0,96
SUP1688,Vietnam,Screen,86982,Silicon,73955.4,0.84,3rdParty,Medium,109849.0,2023-06,0,0,68
SUP1689,India,Chipset,50713,Lithium,86358.7,1.74,Hybrid,Low,84023.8,2023-02,0,0,69
SUP1690,Vietnam,Chipset,78830,Glass,92901.4,1.21,Internal,Medium,77516.0,2023-12,0,0,61
SUP1691,Germany,Screen,98662,Silicon,77826.8,0.63,3rdParty,Medium,56669.3,2022-09,0,1,79
SUP1692,Vietnam,Battery,2919,Lithium,8682.8,2.7,Internal,Medium,7105.5,2023-01,0,0,93
SUP1693,Vietnam,Frame,74150,Lithium,45573.0,0.81,3rdParty,Low,56320.0,2023-10,1,0,70
SUP1694,Germany,Chipset,10596,Silicon,14360.0,1.55,Internal,Low,11963.5,2024-01,0,0,65
SUP1695,India,Screen,42335,Lithium,58435.2,1.79,3rdParty,Low,65980.1,2023-12,0,0,58
SUP1696,China,Battery,88638,Silicon,305173.6,3.33,Hybrid,Medium,361009.6,2023-02,0,0,90
SUP1697,USA,Screen,92393,Plastic,53681.1,0.56,Internal,Low,58335.4,2023-05,1,0,74
SUP1698,Germany,Camera,35840,Aluminium,50305.9,0.97,Hybrid,High,39949.8,2022-06,0,0,89
SUP1699,Vietnam,Battery,65033,Lithium,144995.2,1.89,3rdParty,Low,118373.0,2023-01,1,0,80
SUP1700,Vietnam,Chipset,14280,Silicon,17219.3,1.01,3rdParty,Low,11077.0,2023-03,0,0,74
SUP1701,China,Camera,68696,Silicon,141220.4,2.09,Hybrid,High,109809.7,2023-03,0,0,69
SUP1702,China,Battery,46667,Lithium,126058.2,2.66,3rdParty,Medium,122779.6,2022-12,0,0,93
SUP1703,USA,Camera,76024,Glass,98155.9,1.26,Hybrid,Medium,83920.4,2022-12,1,0,89
SUP1704,Vietnam,Chipset,96711,Silicon,54328.3,0.62,Internal,Medium,67426.5,2022-09,0,0,87
SUP1705,China,Battery,94778,Aluminium,349804.8,3.24,3rdParty,Low,326898.7,2023-02,0,0,68
SUP1706,Germany,Chipset,30782,Lithium,35132.5,1.42,Hybrid,High,26827.8,2022-07,0,0,68
SUP1707,China,Camera,72187,Plastic,170550.4,2.66,3rdParty,Medium,221977.7,2023-10,0,0,58
SUP1708,Germany,Screen,31164,Lithium,119952.4,3.36,3rdParty,Low,105357.2,2023-03,1,1,87
SUP1709,Germany,Camera,65471,Lithium,189812.8,2.71,3rdParty,Medium,163426.0,2023-03,0,1,66
SUP1710,Germany,Camera,73356,Glass,152012.6,2.05,Hybrid,Low,194398.2,2023-01,0,0,99
SUP1711,Germany,Battery,65814,Plastic,219765.7,2.7,Hybrid,Medium,204474.8,2023-06,0,0,89
SUP1712,Vietnam,Battery,39515,Lithium,154921.8,3.23,Hybrid,Medium,132057.6,2022-10,0,0,73
SUP1713,China,Camera,53800,Silicon,139783.6,1.98,Hybrid,High,97493.5,2023-04,0,0,93
SUP1714,Germany,Frame,88687,Lithium,68150.2,1.25,Hybrid,Medium,101909.4,2023-11,1,0,54
SUP1715,India,Chipset,89713,Lithium,165748.8,2.16,Internal,Medium,252057.2,2022-08,0,0,54
SUP1716,USA,Screen,50684,Glass,82833.4,1.76,3rdParty,Medium,90405.9,2022-10,1,0,93
SUP1717,Germany,Camera,54806,Silicon,88112.9,1.45,3rdParty,Medium,57821.6,2023-07,0,0,84
SUP1718,Vietnam,Screen,25016,Glass,19675.7,1.02,3rdParty,High,26319.8,2022-05,0,0,64
SUP1719,Germany,Camera,13207,Glass,19423.7,1.79,Internal,Medium,21583.9,2022-09,1,0,54
SUP1720,China,Camera,79592,Aluminium,236411.4,3.0,3rdParty,High,295007.4,2022-12,0,0,95
SUP1721,China,Screen,52550,Lithium,150992.5,2.3,Internal,High,134522.9,2022-03,0,0,61
SUP1722,Vietnam,Screen,24016,Aluminium,15872.6,0.69,Hybrid,High,17422.6,2023-10,0,0,84
SUP1723,India,Battery,11956,Lithium,29846.3,3.2,3rdParty,Medium,34914.2,2022-09,0,0,69
SUP1724,India,Frame,88977,Glass,85282.4,0.96,3rdParty,Medium,69298.1,2022-03,0,0,95
SUP1725,USA,Chipset,38997,Silicon,37681.0,1.1,Hybrid,High,38077.4,2023-03,1,0,87
SUP1726,Germany,Frame,74432,Lithium,167666.4,1.86,Hybrid,High,203980.5,2022-05,1,0,99
SUP1727,USA,Camera,71022,Silicon,219567.9,2.93,Internal,High,223674.4,2022-06,1,0,86
SUP1728,China,Screen,52432,Lithium,159970.2,2.43,Internal,Medium,147543.8,2023-06,0,0,54
SUP1729,Vietnam,Frame,34071,Lithium,28527.7,0.8,Hybrid,Medium,18715.3,2023-12,1,0,75
SUP1730,USA,Chipset,98557,Aluminium,123120.9,1.69,3rdParty,Medium,166316.3,2023-09,0,0,57
SUP1731,Germany,Camera,75266,Lithium,104037.6,1.13,3rdParty,Medium,117878.7,2023-10,1,0,56
SUP1732,USA,Battery,37394,Glass,79804.4,2.65,3rdParty,Medium,89958.9,2022-11,0,0,74
SUP1733,China,Frame,38081,Glass,83782.5,2.31,3rdParty,Low,102045.8,2023-04,0,0,50
SUP1734,USA,Chipset,43548,Plastic,81718.4,2.04,Hybrid,Low,65463.8,2022-06,1,0,68
SUP1735,USA,Screen,36725,Silicon,135312.1,2.87,3rdParty,High,120839.7,2023-01,1,0,61
SUP1736,Germany,Frame,68546,Plastic,44443.5,0.67,Internal,Medium,45064.2,2022-07,0,0,80
SUP1737,China,Frame,40159,Aluminium,95858.6,2.79,Hybrid,High,116938.7,2022-10,0,0,66
SUP1738,USA,Battery,36285,Aluminium,60173.4,2.1,Internal,High,83558.7,2022-07,0,0,52
SUP1739,USA,Camera,32876,Plastic,72834.9,2.25,Internal,Low,65468.6,2023-09,1,0,83
SUP1740,Vietnam,Screen,46499,Glass,91335.7,2.6,3rdParty,High,131279.1,2023-04,0,0,63
SUP1741,India,Camera,62742,Lithium,165621.4,3.41,Internal,Medium,239494.1,2022-08,0,0,59
SUP1742,China,Camera,38594,Aluminium,124962.4,3.47,3rdParty,Low,82622.5,2022-09,1,0,54
SUP1743,Vietnam,Camera,18942,Silicon,37995.5,2.57,3rdParty,Medium,41649.9,2022-05,1,1,58
SUP1744,USA,Camera,71009,Glass,116791.9,1.37,Internal,High,114712.5,2023-08,0,0,69
SUP1745,Vietnam,Camera,48109,Lithium,118855.9,2.44,3rdParty,High,45268.4,2023-10,0,0,67
SUP1746,India,Battery,35980,Plastic,21252.9,0.62,Internal,High,24632.4,2022-10,0,0,91
SUP1747,Vietnam,Chipset,22038,Glass,25729.4,1.35,3rdParty,Low,15873.4,2024-01,1,1,94
SUP1748,Vietnam,Frame,74802,Aluminium,167485.4,1.82,Hybrid,High,156002.2,2022-07,0,0,67
SUP1749,India,Camera,45406,Plastic,100197.4,1.91,Internal,Medium,104726.5,2023-08,0,0,70
SUP1750,USA,Chipset,27119,Aluminium,59077.3,2.57,3rdParty,Low,66369.5,2022-01,1,0,60
SUP1751,USA,Battery,17350,Lithium,28635.2,1.64,Internal,High,19609.9,2022-03,0,0,55
