Supplier_ID,Country,Sector,Year,Renewable_Energy_%,Emissions_Scope1_tCO2e,Emissions_Scope2_tCO2e,Emissions_Scope3_tCO2e,Data_Confidence,Recycled_Materials_%,Traceability_Score
SUP00148,USA,Assembly,2021,15,219,594,10775,0.73,7,0.75
SUP00148,USA,Assembly,2022,11,85,437,10230,0.91,0,0.87
SUP00148,USA,Assembly,2023,9,75,551,10703,0.76,14,0.76
SUP00148,USA,Assembly,2024,10,56,562,10223,0.77,11,0.81
SUP00149,India,Batteries,2020,14,671,1435,14741,0.73,61,0.67
SUP00149,India,Batteries,2021,15,711,1596,15190,0.83,48,0.81
SUP00149,India,Batteries,2022,15,741,1355,14464,0.63,59,0.68
SUP00149,India,Batteries,2023,10,811,1482,14919,0.71,59,0.67
SUP00149,India,Batteries,2024,6,714,1235,15060,0.75,53,0.75
SUP00150,China,Displays,2020,66,236,656,12132,0.62,20,0.59
SUP00150,China,Displays,2021,66,359,489,12047,0.8,14,0.73
SUP00150,China,Displays,2022,66,418,696,11758,0.66,23,0.63
SUP00150,China,Displays,2023,69,266,603,12144,0.7,28,0.68
SUP00150,China,Displays,2024,72,300,867,11926,0.73,30,0.78
SUP00151,China,Batteries,2020,4,784,1281,15658,0.54,16,0.55
SUP00151,China,Batteries,2021,2,703,1273,14743,0.46,32,0.44
SUP00151,China,Batteries,2022,3,815,1401,14835,0.35,30,0.36
SUP00151,China,Batteries,2023,0,770,1556,14627,0.42,28,0.45
SUP00151,China,Batteries,2024,0,609,1613,14737,0.44,21,0.49
SUP00152,Brazil,Batteries,2020,79,820,1655,15299,0.7,21,0.76
SUP00152,Brazil,Batteries,2021,82,729,1337,15194,0.88,32,0.86
SUP00152,Brazil,Batteries,2022,74,657,1497,14824,0.83,28,0.8
SUP00152,Brazil,Batteries,2023,79,751,1416,15031,0.69,14,0.74
SUP00152,Brazil,Batteries,2024,77,673,1540,14651,0.87,21,0.81
SUP00153,Vietnam,Textiles,2020,33,610,797,6766,0.78,59,0.76
SUP00153,Vietnam,Textiles,2021,31,586,708,7555,0.68,55,0.64
SUP00153,Vietnam,Textiles,2022,31,629,760,6521,0.65,47,0.74
SUP00153,Vietnam,Textiles,2023,35,567,705,6754,0.76,53,0.71
SUP00153,Vietnam,Textiles,2024,37,670,1072,6960,0.7,62,0.67
SUP00154,Thailand,Semiconductors,2020,15,332,1461,15023,0.76,3,0.72
SUP00154,Thailand,Semiconductors,2021,9,484,1330,14891,0.56,0,0.68
SUP00154,Thailand,Semiconductors,2022,9,384,1276,15289,0.74,3,0.72
SUP00154,Thailand,Semiconductors,2023,18,398,1584,15239,0.73,8,0.77
SUP00154,Thailand,Semiconductors,2024,17,410,1446,14756,0.72,0,0.77
SUP00155,Mexico,Displays,2020,60,329,672,11500,0.66,56,0.69
SUP00155,Mexico,Displays,2021,61,351,846,11852,0.6,50,0.58
SUP00155,Mexico,Displays,2022,60,366,923,12239,0.57,44,0.69
SUP00155,Mexico,Displays,2023,57,295,720,11257,0.66,52,0.57
SUP00155,Mexico,Displays,2024,60,276,720,12486,0.68,52,0.69
SUP00156,China,Displays,2020,64,308,794,11765,0.88,1,0.89
SUP00156,China,Displays,2021,69,305,804,11777,0.94,18,0.94
SUP00156,China,Displays,2022,71,325,726,11689,1.0,13,0.89
SUP00156,China,Displays,2023,72,342,818,11534,0.85,14,0.8
SUP00156,China,Displays,2024,63,352,770,11945,0.82,5,0.84
SUP00157,Vietnam,Displays,2020,9,307,997,12584,0.76,48,0.73
SUP00157,Vietnam,Displays,2021,8,222,836,12242,0.69,32,0.76
SUP00157,Vietnam,Displays,2022,10,359,914,11382,0.74,36,0.88
SUP00157,Vietnam,Displays,2023,10,398,747,12319,0.77,46,0.77
SUP00157,Vietnam,Displays,2024,14,304,640,12252,0.74,37,0.83
SUP00158,Vietnam,Assembly,2020,47,44,410,10445,0.38,25,0.45
SUP00158,Vietnam,Assembly,2021,47,164,450,10136,0.55,29,0.55
SUP00158,Vietnam,Assembly,2022,50,43,411,10498,0.44,34,0.43
SUP00158,Vietnam,Assembly,2023,49,75,639,10345,0.5,34,0.48
SUP00158,Vietnam,Assembly,2024,55,97,462,10553,0.56,40,0.54
SUP00159,Vietnam,Semiconductors,2020,61,442,1305,15498,0.68,10,0.69
SUP00159,Vietnam,Semiconductors,2021,52,448,1339,15287,0.74,0,0.76
SUP00159,Vietnam,Semiconductors,2022,55,370,1359,14848,0.76,12,0.69
SUP00159,Vietnam,Semiconductors,2023,53,386,1472,14845,0.65,0,0.65
SUP00159,Vietnam,Semiconductors,2024,52,423,1503,14615,0.67,0,0.62
SUP00160,Germany,Packaging,2020,22,83,143,4215,0.68,26,0.73
SUP00160,Germany,Packaging,2021,16,3,326,4517,0.68,26,0.65
SUP00160,Germany,Packaging,2022,17,64,211,4008,0.84,23,0.82
SUP00160,Germany,Packaging,2023,17,15,339,4574,0.81,30,0.85
SUP00160,Germany,Packaging,2024,17,102,244,4241,0.92,31,0.83
SUP00161,China,Semiconductors,2020,74,419,1461,14595,0.62,60,0.64
SUP00161,China,Semiconductors,2021,67,341,1608,14873,0.55,49,0.52
SUP00161,China,Semiconductors,2022,67,437,1459,14698,0.56,47,0.53
SUP00161,China,Semiconductors,2023,73,414,1351,15092,0.66,62,0.58
SUP00161,China,Semiconductors,2024,75,373,1420,14919,0.52,61,0.58
SUP00162,Brazil,Assembly,2020,62,63,622,10057,0.63,66,0.67
SUP00162,Brazil,Assembly,2021,55,38,666,10723,0.76,50,0.74
SUP00162,Brazil,Assembly,2022,58,118,644,10504,0.69,48,0.74
SUP00162,Brazil,Assembly,2023,57,128,593,10676,0.65,61,0.69
SUP00162,Brazil,Assembly,2024,60,120,659,10427,0.7,58,0.77
SUP00163,Thailand,Textiles,2020,59,578,664,6433,0.55,36,0.55
SUP00163,Thailand,Textiles,2021,60,613,871,7709,0.43,49,0.51
SUP00163,Thailand,Textiles,2022,59,578,847,7271,0.49,43,0.54
SUP00163,Thailand,Textiles,2023,64,585,827,7207,0.57,42,0.54
SUP00163,Thailand,Textiles,2024,64,655,754,7092,0.6,53,0.55
SUP00164,Germany,Displays,2020,55,335,713,11872,0.45,21,0.53
SUP00164,Germany,Displays,2021,63,297,563,12301,0.62,33,0.56
SUP00164,Germany,Displays,2022,57,337,881,12105,0.64,33,0.66
SUP00164,Germany,Displays,2023,56,316,739,11802,0.42,25,0.47
SUP00164,Germany,Displays,2024,56,312,763,11969,0.66,20,0.64
SUP00165,India,Semiconductors,2020,59,359,1347,15519,0.55,9,0.57
SUP00165,India,Semiconductors,2021,56,449,1432,15233,0.58,23,0.65
SUP00165,India,Semiconductors,2022,55,337,1428,14681,0.69,17,0.66
SUP00165,India,Semiconductors,2023,57,377,1292,15162,0.56,22,0.72
SUP00165,India,Semiconductors,2024,56,342,1423,15279,0.74,16,0.66
SUP00166,China,Assembly,2020,48,61,496,10573,0.55,8,0.68
SUP00166,China,Assembly,2021,42,191,590,10358,0.58,13,0.61
SUP00166,China,Assembly,2022,44,127,534,11212,0.78,1,0.72
SUP00166,China,Assembly,2023,49,20,468,10193,0.63,3,0.56
SUP00166,China,Assembly,2024,50,164,432,10216,0.78,9,0.77
SUP00167,Brazil,Packaging,2020,0,144,399,3817,0.7,0,0.69
SUP00167,Brazil,Packaging,2021,0,10,355,3714,0.69,15,0.74
SUP00167,Brazil,Packaging,2022,6,88,296,3735,0.81,16,0.8
SUP00167,Brazil,Packaging,2023,0,88,319,4174,0.75,0,0.72
SUP00167,Brazil,Packaging,2024,3,96,199,4212,0.76,0,0.72
SUP00168,Brazil,Assembly,2020,15,99,467,10234,0.51,30,0.49
SUP00168,Brazil,Assembly,2021,11,117,523,10139,0.61,27,0.59
SUP00168,Brazil,Assembly,2022,12,89,427,10181,0.54,25,0.57
SUP00168,Brazil,Assembly,2023,14,159,634,10729,0.51,31,0.51
SUP00168,Brazil,Assembly,2024,15,159,724,10640,0.49,26,0.55
SUP00169,Vietnam,Textiles,2020,26,709,813,6594,0.77,8,0.67
SUP00169,Vietnam,Textiles,2021,26,549,902,7063,0.8,5,0.68
SUP00169,Vietnam,Textiles,2022,21,576,957,6832,0.68,17,0.62
SUP00169,Vietnam,Textiles,2023,20,523,892,6539,0.59,11,0.57
SUP00169,Vietnam,Textiles,2024,25,615,628,7073,0.59,13,0.64
SUP00170,India,Displays,2020,4,254,529,11492,0.36,33,0.47
SUP00170,India,Displays,2021,2,289,859,11535,0.5,36,0.57
SUP00170,India,Displays,2022,8,289,770,11952,0.56,48,0.55
SUP00170,India,Displays,2023,2,263,638,12038,0.39,45,0.46
SUP00170,India,Displays,2024,6,368,752,12214,0.5,39,0.45
SUP00171,Vietnam,Semiconductors,2020,71,441,1382,14713,0.56,23,0.56
SUP00171,Vietnam,Semiconductors,2021,69,343,1330,15340,0.57,24,0.56
SUP00171,Vietnam,Semiconductors,2022,71,329,1349,14698,0.62,40,0.59
SUP00171,Vietnam,Semiconductors,2023,75,376,1361,15512,0.68,34,0.62
SUP00171,Vietnam,Semiconductors,2024,77,358,1447,14693,0.57,26,0.61
SUP00172,India,Displays,2020,46,329,734,12206,0.72,21,0.62
SUP00172,India,Displays,2021,47,313,757,11828,0.62,26,0.54
SUP00172,India,Displays,2022,44,339,751,12212,0.53,10,0.54
SUP00172,India,Displays,2023,52,390,526,11666,0.62,24,0.65
SUP00172,India,Displays,2024,47,320,622,12491,0.62,18,0.61
SUP00173,Thailand,Assembly,2020,74,60,662,10584,0.79,37,0.67
SUP00173,Thailand,Assembly,2021,73,119,338,10894,0.55,38,0.53
SUP00173,Thailand,Assembly,2022,77,25,505,9667,0.61,32,0.6
SUP00173,Thailand,Assembly,2023,69,128,640,10372,0.49,41,0.53
SUP00173,Thailand,Assembly,2024,76,58,480,10987,0.61,35,0.62
SUP00174,Brazil,Textiles,2020,18,599,845,7541,0.53,15,0.54
SUP00174,Brazil,Textiles,2021,23,627,814,6823,0.5,24,0.54
SUP00174,Brazil,Textiles,2022,22,658,683,7219,0.72,23,0.6
SUP00174,Brazil,Textiles,2023,21,572,882,7244,0.61,15,0.58
SUP00174,Brazil,Textiles,2024,18,662,853,7105,0.58,25,0.53
SUP00175,China,Semiconductors,2020,71,420,1423,14887,0.73,51,0.77
SUP00175,China,Semiconductors,2021,71,392,1387,15027,0.78,48,0.81
SUP00175,China,Semiconductors,2022,74,339,1516,14785,0.72,39,0.75
SUP00175,China,Semiconductors,2023,68,463,1555,15203,0.78,41,0.78
SUP00175,China,Semiconductors,2024,69,349,1409,15172,0.86,53,0.86
SUP00176,Germany,Assembly,2020,17,161,326,10357,0.59,2,0.54
SUP00176,Germany,Assembly,2021,24,-2,513,10755,0.58,0,0.61
SUP00176,Germany,Assembly,2022,18,195,484,10530,0.57,8,0.55
SUP00176,Germany,Assembly,2023,22,198,407,10506,0.5,0,0.54
SUP00176,Germany,Assembly,2024,25,68,532,10310,0.68,9,0.63
SUP00177,China,Displays,2020,68,356,634,11793,0.8,40,0.67
SUP00177,China,Displays,2021,74,373,750,11620,0.66,44,0.64
SUP00177,China,Displays,2022,73,362,761,12099,0.6,49,0.64
SUP00177,China,Displays,2023,73,289,574,11602,0.65,46,0.62
SUP00177,China,Displays,2024,71,337,751,11872,0.63,56,0.63
SUP00178,Brazil,Semiconductors,2020,35,359,1432,14816,0.63,38,0.65
SUP00178,Brazil,Semiconductors,2021,38,428,1399,15020,0.62,25,0.65
SUP00178,Brazil,Semiconductors,2022,37,375,1270,15184,0.57,36,0.61
SUP00178,Brazil,Semiconductors,2023,31,410,1435,15201,0.57,28,0.62
SUP00178,Brazil,Semiconductors,2024,40,432,1459,15430,0.62,37,0.6
SUP00179,Brazil,Semiconductors,2020,73,482,1580,15335,0.47,25,0.44
SUP00179,Brazil,Semiconductors,2021,64,379,1311,15029,0.32,34,0.35
SUP00179,Brazil,Semiconductors,2022,66,356,1319,15372,0.36,37,0.35
SUP00179,Brazil,Semiconductors,2023,67,467,1292,15473,0.59,39,0.56
SUP00179,Brazil,Semiconductors,2024,70,441,1269,14367,0.4,40,0.4
SUP00180,India,Assembly,2020,23,65,613,10820,0.74,23,0.78
SUP00180,India,Assembly,2021,19,67,596,10901,0.7,25,0.7
SUP00180,India,Assembly,2022,18,3,388,10831,0.71,18,0.69
SUP00180,India,Assembly,2023,23,234,488,10257,0.67,27,0.68
SUP00180,India,Assembly,2024,16,105,465,10309,0.69,15,0.69
SUP00181,Mexico,Textiles,2020,10,559,837,6842,0.53,49,0.49
SUP00181,Mexico,Textiles,2021,16,635,659,7118,0.45,48,0.5
SUP00181,Mexico,Textiles,2022,9,638,822,6714,0.54,50,0.51
SUP00181,Mexico,Textiles,2023,14,538,898,7442,0.46,47,0.46
SUP00181,Mexico,Textiles,2024,12,626,785,7137,0.47,35,0.49
SUP00182,Brazil,Packaging,2020,67,65,293,3983,0.5,0,0.51
SUP00182,Brazil,Packaging,2021,68,30,320,3976,0.42,8,0.46
SUP00182,Brazil,Packaging,2022,64,38,73,4132,0.5,0,0.54
SUP00182,Brazil,Packaging,2023,64,79,317,3654,0.58,4,0.52
SUP00182,Brazil,Packaging,2024,70,79,282,4243,0.42,0,0.48
SUP00183,Thailand,Semiconductors,2020,58,413,1206,15006,0.78,38,0.86
SUP00183,Thailand,Semiconductors,2021,56,370,1245,15014,0.76,30,0.76
SUP00183,Thailand,Semiconductors,2022,58,380,1383,15453,0.72,40,0.74
SUP00183,Thailand,Semiconductors,2023,57,357,1386,15050,0.73,39,0.82
SUP00183,Thailand,Semiconductors,2024,58,460,1359,14688,0.8,29,0.76
SUP00184,China,Textiles,2020,57,524,822,7354,0.6,36,0.62
SUP00184,China,Textiles,2021,65,675,877,6476,0.46,46,0.53
SUP00184,China,Textiles,2022,59,570,917,6375,0.58,38,0.52
SUP00184,China,Textiles,2023,64,654,909,7192,0.57,33,0.59
SUP00184,China,Textiles,2024,57,680,770,6649,0.6,34,0.58
SUP00185,Vietnam,Packaging,2020,18,-21,307,4380,0.9,40,0.88
SUP00185,Vietnam,Packaging,2021,15,115,313,3806,0.91,33,0.86
SUP00185,Vietnam,Packaging,2022,15,79,329,4461,0.81,33,0.83
SUP00185,Vietnam,Packaging,2023,15,-2,355,4073,0.91,46,0.9
SUP00185,Vietnam,Packaging,2024,15,97,307,3624,0.91,33,0.88
SUP00186,USA,Packaging,2020,65,9,152,3912,0.67,25,0.68
SUP00186,USA,Packaging,2021,64,5,265,3852,0.7,30,0.64
SUP00186,USA,Packaging,2022,59,49,82,3941,0.67,19,0.73
SUP00186,USA,Packaging,2023,58,-48,224,3914,0.76,12,0.74
SUP00186,USA,Packaging,2024,66,64,291,3760,0.58,14,0.63
SUP00187,Thailand,Assembly,2020,50,80,467,10507,0.58,42,0.68
SUP00187,Thailand,Assembly,2021,45,178,523,10478,0.79,57,0.75
SUP00187,Thailand,Assembly,2022,51,45,487,10422,0.66,43,0.66
SUP00187,Thailand,Assembly,2023,42,120,530,9971,0.69,52,0.78
SUP00187,Thailand,Assembly,2024,49,97,523,10869,0.74,48,0.73
SUP00188,China,Batteries,2020,59,756,1338,14807,0.79,0,0.8
SUP00188,China,Batteries,2021,63,759,1647,14620,0.83,7,0.82
SUP00188,China,Batteries,2022,64,813,1442,14834,0.8,1,0.83
SUP00188,China,Batteries,2023,64,693,1511,14302,0.75,0,0.83
SUP00188,China,Batteries,2024,65,757,1410,14817,0.85,0,0.81
SUP00189,Brazil,Textiles,2020,46,561,621,6669,0.71,49,0.65
SUP00189,Brazil,Textiles,2021,43,617,598,7180,0.76,55,0.73
SUP00189,Brazil,Textiles,2022,47,595,766,7186,0.87,50,0.8
SUP00189,Brazil,Textiles,2023,49,491,909,7268,0.74,51,0.72
SUP00189,Brazil,Textiles,2024,49,577,966,6727,0.62,55,0.62
SUP00190,China,Displays,2020,13,310,752,11885,0.83,16,0.82
SUP00190,China,Displays,2021,11,369,753,12426,0.8,11,0.84
SUP00190,China,Displays,2022,15,370,579,11900,0.92,9,0.93
SUP00190,China,Displays,2023,15,401,760,12193,0.71,25,0.79
SUP00190,China,Displays,2024,11,246,687,11997,0.85,8,0.92
SUP00191,Vietnam,Assembly,2020,4,157,662,9919,0.5,34,0.53
SUP00191,Vietnam,Assembly,2021,7,3,529,10543,0.52,33,0.5
SUP00191,Vietnam,Assembly,2022,8,125,544,10021,0.54,32,0.53
SUP00191,Vietnam,Assembly,2023,8,154,563,10692,0.55,45,0.55
SUP00191,Vietnam,Assembly,2024,9,70,548,10714,0.56,39,0.56
SUP00192,China,Semiconductors,2020,56,434,1272,14923,0.69,34,0.67
SUP00192,China,Semiconductors,2021,63,357,1312,15251,0.62,39,0.67
SUP00192,China,Semiconductors,2022,64,356,1299,15453,0.64,36,0.71
SUP00192,China,Semiconductors,2023,57,365,1423,15521,0.58,26,0.6
SUP00192,China,Semiconductors,2024,62,338,1392,15091,0.7,31,0.69
SUP00193,Mexico,Packaging,2020,0,59,148,3981,0.59,12,0.52
SUP00193,Mexico,Packaging,2021,4,81,128,3605,0.51,5,0.52
SUP00193,Mexico,Packaging,2022,0,105,102,4210,0.5,4,0.49
SUP00193,Mexico,Packaging,2023,2,112,288,3952,0.6,4,0.57
SUP00193,Mexico,Packaging,2024,2,70,239,3787,0.57,8,0.52
SUP00194,USA,Displays,2020,71,215,886,12307,0.35,0,0.4
SUP00194,USA,Displays,2021,66,413,671,11999,0.47,12,0.42
SUP00194,USA,Displays,2022,65,321,756,11989,0.42,0,0.35
SUP00194,USA,Displays,2023,65,300,711,11767,0.43,0,0.45
SUP00194,USA,Displays,2024,72,253,779,11982,0.49,2,0.49
SUP00195,China,Textiles,2020,78,520,801,7145,0.78,4,0.78
SUP00195,China,Textiles,2021,75,649,687,7103,0.86,15,0.84
SUP00195,China,Textiles,2022,81,536,744,7210,0.86,15,0.85
SUP00195,China,Textiles,2023,80,540,900,6578,0.75,7,0.81
SUP00195,China,Textiles,2024,81,667,914,6890,0.88,1,0.87
SUP00196,Vietnam,Assembly,2020,70,143,467,10468,0.4,58,0.38
SUP00196,Vietnam,Assembly,2021,67,53,547,11124,0.5,59,0.46
SUP00196,Vietnam,Assembly,2022,71,148,596,10460,0.51,58,0.48
SUP00196,Vietnam,Assembly,2023,70,163,482,10420,0.4,44,0.35
SUP00196,Vietnam,Assembly,2024,66,113,726,10293,0.34,52,0.41
SUP00197,Mexico,Semiconductors,2020,20,502,1487,15301,0.81,55,0.79
SUP00197,Mexico,Semiconductors,2021,25,370,1446,14675,0.83,58,0.75
SUP00197,Mexico,Semiconductors,2022,26,463,1248,14643,0.76,45,0.71
SUP00197,Mexico,Semiconductors,2023,20,385,1436,14448,0.86,60,0.81
SUP00197,Mexico,Semiconductors,2024,23,416,1347,15388,0.71,44,0.8
SUP00198,India,Textiles,2020,36,553,779,7064,0.55,32,0.51
SUP00198,India,Textiles,2021,31,601,805,6677,0.47,28,0.43
SUP00198,India,Textiles,2022,29,549,842,7151,0.35,29,0.43
SUP00198,India,Textiles,2023,38,539,955,6877,0.5,26,0.5
SUP00198,India,Textiles,2024,35,489,823,6836,0.54,36,0.51
SUP00199,USA,Semiconductors,2020,40,383,1388,15308,0.74,41,0.67
SUP00199,USA,Semiconductors,2021,44,415,1335,14778,0.62,30,0.64
SUP00199,USA,Semiconductors,2022,40,325,1469,14914,0.58,42,0.66
SUP00199,USA,Semiconductors,2023,45,423,1372,15236,0.67,47,0.64
SUP00199,USA,Semiconductors,2024,49,457,1414,15120,0.64,38,0.6
SUP00200,China,Packaging,2020,53,22,224,4238,0.41,26,0.41
SUP00200,China,Packaging,2021,58,32,286,4006,0.44,25,0.44
SUP00200,China,Packaging,2022,57,149,209,4128,0.63,26,0.51
SUP00200,China,Packaging,2023,50,7,308,4506,0.62,35,0.54
SUP00200,China,Packaging,2024,52,140,236,4076,0.5,21,0.52
SUP00201,Mexico,Batteries,2020,7,698,1539,15182,0.42,59,0.47
SUP00201,Mexico,Batteries,2021,9,819,1409,14543,0.52,62,0.5
SUP00201,Mexico,Batteries,2022,10,775,1387,15412,0.44,52,0.47
SUP00201,Mexico,Batteries,2023,11,731,1291,14707,0.53,63,0.48
SUP00201,Mexico,Batteries,2024,6,714,1255,15217,0.52,60,0.45
SUP00202,Vietnam,Semiconductors,2020,58,330,1176,15101,0.78,40,0.75
SUP00202,Vietnam,Semiconductors,2021,54,443,1448,15019,0.58,48,0.58
SUP00202,Vietnam,Semiconductors,2022,57,407,1504,15722,0.75,56,0.71
SUP00202,Vietnam,Semiconductors,2023,61,431,1224,14502,0.78,39,0.71
SUP00202,Vietnam,Semiconductors,2024,59,432,1538,15023,0.67,55,0.63
SUP00203,Mexico,Batteries,2020,17,774,1523,14882,0.87,38,0.96
SUP00203,Mexico,Batteries,2021,18,794,1297,14800,0.83,36,0.9
SUP00203,Mexico,Batteries,2022,12,708,1554,15173,0.9,35,0.93
SUP00203,Mexico,Batteries,2023,11,738,1499,14620,0.88,44,0.93
SUP00203,Mexico,Batteries,2024,10,711,1445,15126,0.94,52,0.87
SUP00204,Vietnam,Displays,2020,3,316,951,11896,0.55,34,0.51
SUP00204,Vietnam,Displays,2021,2,321,762,12143,0.36,37,0.4
SUP00204,Vietnam,Displays,2022,5,300,697,11915,0.48,33,0.39
SUP00204,Vietnam,Displays,2023,8,405,753,11836,0.38,30,0.37
SUP00204,Vietnam,Displays,2024,1,292,775,12431,0.46,37,0.41
SUP00205,Brazil,Assembly,2020,4,49,621,10538,0.96,25,0.95
SUP00205,Brazil,Assembly,2021,4,51,648,10459,0.88,37,0.88
SUP00205,Brazil,Assembly,2022,4,57,437,10725,0.9,26,0.87
SUP00205,Brazil,Assembly,2023,4,155,531,10779,0.93,38,0.93
SUP00205,Brazil,Assembly,2024,3,89,712,10240,0.83,23,0.89
SUP00206,India,Batteries,2020,41,751,1515,14672,0.94,48,0.93
SUP00206,India,Batteries,2021,47,815,1418,15225,0.91,29,0.88
SUP00206,India,Batteries,2022,42,739,1513,15261,0.82,39,0.76
SUP00206,India,Batteries,2023,47,687,1362,14492,0.75,37,0.8
SUP00206,India,Batteries,2024,48,777,1600,14878,0.81,35,0.79
SUP00207,Brazil,Batteries,2020,25,709,1444,14685,0.73,28,0.68
SUP00207,Brazil,Batteries,2021,23,683,1377,14792,0.75,28,0.77
SUP00207,Brazil,Batteries,2022,23,760,1426,15656,0.87,38,0.91
SUP00207,Brazil,Batteries,2023,27,759,1579,14583,0.76,23,0.79
SUP00207,Brazil,Batteries,2024,23,766,1415,15192,0.78,22,0.78
SUP00208,USA,Textiles,2020,13,668,1043,6934,0.63,7,0.68
SUP00208,USA,Textiles,2021,16,594,624,6346,0.66,15,0.57
SUP00208,USA,Textiles,2022,21,608,828,7175,0.69,9,0.63
SUP00208,USA,Textiles,2023,18,615,865,7185,0.7,4,0.7
SUP00208,USA,Textiles,2024,21,513,765,6899,0.55,3,0.62
SUP00209,Brazil,Textiles,2020,32,625,881,7178,0.63,39,0.64
SUP00209,Brazil,Textiles,2021,30,576,886,6951,0.51,37,0.52
SUP00209,Brazil,Textiles,2022,30,602,875,7372,0.69,28,0.67
SUP00209,Brazil,Textiles,2023,30,620,900,7179,0.5,36,0.51
SUP00209,Brazil,Textiles,2024,33,591,941,7274,0.75,43,0.7
SUP00210,China,Assembly,2020,55,160,651,11107,0.88,30,0.83
SUP00210,China,Assembly,2021,58,2,723,10482,0.81,25,0.86
SUP00210,China,Assembly,2022,56,43,505,10107,0.77,30,0.78
SUP00210,China,Assembly,2023,53,43,384,10548,0.78,23,0.87
SUP00210,China,Assembly,2024,60,118,284,10895,0.87,27,0.82
SUP00211,Germany,Textiles,2020,64,702,770,6877,0.63,6,0.64
SUP00211,Germany,Textiles,2021,60,536,631,7348,0.53,12,0.63
SUP00211,Germany,Textiles,2022,61,676,771,7166,0.65,11,0.68
SUP00211,Germany,Textiles,2023,68,600,780,6753,0.62,7,0.56
SUP00211,Germany,Textiles,2024,60,613,983,6861,0.68,8,0.7
SUP00212,China,Semiconductors,2020,0,376,1310,15045,0.8,6,0.85
SUP00212,China,Semiconductors,2021,0,395,1560,15182,0.8,14,0.8
SUP00212,China,Semiconductors,2022,2,454,1412,14843,0.82,13,0.8
SUP00212,China,Semiconductors,2023,0,411,1457,15401,0.74,4,0.77
SUP00212,China,Semiconductors,2024,0,475,1363,14412,0.77,13,0.76
SUP00213,Germany,Semiconductors,2020,66,370,1485,14879,0.59,15,0.48
SUP00213,Germany,Semiconductors,2021,67,357,1317,14879,0.4,27,0.41
SUP00213,Germany,Semiconductors,2022,62,414,1458,15499,0.5,16,0.46
SUP00213,Germany,Semiconductors,2023,65,381,1316,14903,0.55,19,0.46
SUP00213,Germany,Semiconductors,2024,67,381,1353,14829,0.37,13,0.44
SUP00214,China,Packaging,2020,73,104,257,3650,0.44,38,0.44
SUP00214,China,Packaging,2021,80,155,217,4349,0.47,41,0.52
SUP00214,China,Packaging,2022,78,62,344,3764,0.55,48,0.55
SUP00214,China,Packaging,2023,73,35,132,4158,0.49,43,0.43
SUP00214,China,Packaging,2024,80,89,195,4800,0.64,39,0.6
SUP00215,China,Displays,2020,37,332,844,12646,0.81,2,0.8
SUP00215,China,Displays,2021,36,351,712,12374,0.83,4,0.8
SUP00215,China,Displays,2022,34,313,845,12182,0.91,0,0.88
SUP00215,China,Displays,2023,39,290,686,11724,0.87,6,0.8
SUP00215,China,Displays,2024,30,358,811,12543,0.85,0,0.8
SUP00216,Germany,Packaging,2020,57,121,324,3912,0.38,41,0.43
SUP00216,Germany,Packaging,2021,61,167,321,3989,0.4,35,0.37
SUP00216,Germany,Packaging,2022,63,66,335,3865,0.33,39,0.4
SUP00216,Germany,Packaging,2023,59,61,206,3680,0.36,40,0.39
SUP00216,Germany,Packaging,2024,63,7,390,4644,0.38,44,0.33
SUP00217,China,Batteries,2020,10,796,1363,15121,0.38,53,0.44
SUP00217,China,Batteries,2021,15,719,1382,14785,0.48,53,0.41
SUP00217,China,Batteries,2022,13,716,1509,15007,0.56,46,0.52
SUP00217,China,Batteries,2023,14,652,1594,14627,0.58,46,0.57
SUP00217,China,Batteries,2024,10,716,1579,14927,0.35,54,0.37
SUP00218,Germany,Semiconductors,2020,71,404,1340,14742,0.39,56,0.43
SUP00218,Germany,Semiconductors,2021,68,423,1489,14760,0.42,50,0.35
SUP00218,Germany,Semiconductors,2022,75,367,1430,15328,0.41,64,0.42
SUP00218,Germany,Semiconductors,2023,68,552,1352,15297,0.37,66,0.43
SUP00218,Germany,Semiconductors,2024,72,366,1316,15397,0.33,54,0.4
SUP00219,Thailand,Displays,2020,72,343,758,11813,0.77,51,0.69
SUP00219,Thailand,Displays,2021,73,410,841,11922,0.6,44,0.62
SUP00219,Thailand,Displays,2022,71,324,652,11071,0.74,44,0.68
SUP00219,Thailand,Displays,2023,78,324,814,12350,0.57,51,0.58
SUP00219,Thailand,Displays,2024,69,397,730,12014,0.67,50,0.64
SUP00220,Mexico,Packaging,2020,17,82,157,3803,0.7,3,0.63
SUP00220,Mexico,Packaging,2021,17,185,320,3595,0.6,0,0.63
SUP00220,Mexico,Packaging,2022,23,40,46,3323,0.69,1,0.66
SUP00220,Mexico,Packaging,2023,23,89,271,3793,0.72,9,0.64
SUP00220,Mexico,Packaging,2024,22,113,85,4186,0.62,15,0.62
SUP00221,USA,Semiconductors,2020,48,352,1400,15280,0.58,32,0.59
SUP00221,USA,Semiconductors,2021,52,405,1548,14725,0.63,32,0.65
SUP00221,USA,Semiconductors,2022,53,339,1388,14713,0.47,34,0.47
SUP00221,USA,Semiconductors,2023,57,322,1467,14659,0.57,27,0.59
SUP00221,USA,Semiconductors,2024,55,383,1534,14646,0.66,32,0.61
SUP00222,Mexico,Packaging,2020,69,65,371,3508,0.74,32,0.76
